Count  14657
Boundary 5 2817050, 5359444; 2817050, 5361884; 2817932, 5361884; 2817932, 5359444; 2817050, 5359444; 
Boundary 5 2817126, 1042372; 2817126, 1049678; 2817168, 1049678; 2817168, 1042372; 2817126, 1042372; 
Boundary 5 2817175, 3627942; 2817175, 3630803; 2818517, 3630803; 2818517, 3627942; 2817175, 3627942; 
Boundary 5 2817237, 78701; 2817237, 78959; 2820311, 78959; 2820311, 78701; 2817237, 78701; 
Boundary 5 2817307, 1750737; 2817307, 1755334; 2819082, 1755334; 2819082, 1750737; 2817307, 1750737; 
Boundary 5 2817525, 4558614; 2817525, 4559038; 2819109, 4559038; 2819109, 4558614; 2817525, 4558614; 
Boundary 5 2817624, 4889004; 2817624, 4889251; 2820583, 4889251; 2820583, 4889004; 2817624, 4889004; 
Boundary 5 2817795, 3545879; 2817795, 3549804; 2817905, 3549804; 2817905, 3545879; 2817795, 3545879; 
Boundary 5 2817840, 5739869; 2817840, 5741259; 2817978, 5741259; 2817978, 5739869; 2817840, 5739869; 
Boundary 5 2817920, 1975953; 2817920, 1976097; 2818044, 1976097; 2818044, 1975953; 2817920, 1975953; 
Boundary 5 2818053, 147472; 2818053, 151808; 2819161, 151808; 2819161, 147472; 2818053, 147472; 
Boundary 5 2818138, 6319873; 2818138, 6320670; 2819082, 6320670; 2819082, 6319873; 2818138, 6319873; 
Boundary 5 2819233, 828857; 2819233, 830942; 2819912, 830942; 2819912, 828857; 2819233, 828857; 
Boundary 5 2819441, 4912296; 2819441, 4917054; 2820401, 4917054; 2820401, 4912296; 2819441, 4912296; 
Boundary 5 2820157, 712609; 2820157, 714771; 2820477, 714771; 2820477, 712609; 2820157, 712609; 
Boundary 5 2821724, 2737580; 2821724, 2738034; 2822799, 2738034; 2822799, 2737580; 2821724, 2737580; 
Boundary 5 2823220, 4331662; 2823220, 4333785; 2824263, 4333785; 2824263, 4331662; 2823220, 4331662; 
Boundary 5 2823643, 488383; 2823643, 491749; 2825929, 491749; 2825929, 488383; 2823643, 488383; 
Boundary 5 2823700, 5749692; 2823700, 5751880; 2829948, 5751880; 2829948, 5749692; 2823700, 5749692; 
Boundary 5 2823797, 318468; 2823797, 318726; 2827311, 318726; 2827311, 318468; 2823797, 318468; 
Boundary 5 2823842, 3008425; 2823842, 3016099; 2823992, 3016099; 2823992, 3008425; 2823842, 3008425; 
Boundary 5 2823956, 6000377; 2823956, 6000515; 2830146, 6000515; 2830146, 6000377; 2823956, 6000377; 
Boundary 5 2824367, 3253307; 2824367, 3255124; 2826006, 3255124; 2826006, 3253307; 2824367, 3253307; 
Boundary 5 2824501, 1589485; 2824501, 1595898; 2826235, 1595898; 2826235, 1589485; 2824501, 1589485; 
Boundary 5 2825000, 2017385; 2825000, 2018046; 2825083, 2018046; 2825083, 2017385; 2825000, 2017385; 
Boundary 5 2825296, 5779197; 2825296, 5779410; 2829180, 5779410; 2829180, 5779197; 2825296, 5779197; 
Boundary 5 2825370, 4192407; 2825370, 4192623; 2829940, 4192623; 2829940, 4192407; 2825370, 4192407; 
Boundary 5 2826046, 353224; 2826046, 354552; 2826339, 354552; 2826339, 353224; 2826046, 353224; 
Boundary 5 2826491, 5251232; 2826491, 5252687; 2829262, 5252687; 2829262, 5251232; 2826491, 5251232; 
Boundary 5 2826698, 2335852; 2826698, 2338928; 2829566, 2338928; 2829566, 2335852; 2826698, 2335852; 
Boundary 5 2826722, 2076503; 2826722, 2078467; 2827433, 2078467; 2827433, 2076503; 2826722, 2076503; 
Boundary 5 2827358, 5284725; 2827358, 5285577; 2831819, 5285577; 2831819, 5284725; 2827358, 5284725; 
Boundary 5 2827411, 5096211; 2827411, 5096827; 2831631, 5096827; 2831631, 5096211; 2827411, 5096211; 
Boundary 5 2827604, 2051659; 2827604, 2053425; 2828771, 2053425; 2828771, 2051659; 2827604, 2051659; 
Boundary 5 2828287, 5364355; 2828287, 5369898; 2834017, 5369898; 2834017, 5364355; 2828287, 5364355; 
Boundary 5 2828552, 5191552; 2828552, 5194984; 2830888, 5194984; 2830888, 5191552; 2828552, 5191552; 
Boundary 5 2828689, 2979119; 2828689, 2980060; 2830797, 2980060; 2830797, 2979119; 2828689, 2979119; 
Boundary 5 2828828, 5429263; 2828828, 5432359; 2833986, 5432359; 2833986, 5429263; 2828828, 5429263; 
Boundary 5 2828956, 2250801; 2828956, 2252846; 2836043, 2252846; 2836043, 2250801; 2828956, 2250801; 
Boundary 5 2829180, 3470011; 2829180, 3471417; 2833678, 3471417; 2833678, 3470011; 2829180, 3470011; 
Boundary 5 2829265, 943203; 2829265, 948710; 2831840, 948710; 2831840, 943203; 2829265, 943203; 
Boundary 5 2829378, 2416374; 2829378, 2416517; 2834768, 2416517; 2834768, 2416374; 2829378, 2416374; 
Boundary 5 2830882, 1946166; 2830882, 1946344; 2831503, 1946344; 2831503, 1946166; 2830882, 1946166; 
Boundary 5 2831335, 4016631; 2831335, 4017080; 2834349, 4017080; 2834349, 4016631; 2831335, 4016631; 
Boundary 5 2831432, 2605449; 2831432, 2608027; 2835277, 2608027; 2835277, 2605449; 2831432, 2605449; 
Boundary 5 2832669, 4345163; 2832669, 4349646; 2834419, 4349646; 2834419, 4345163; 2832669, 4345163; 
Boundary 5 2834053, 6058811; 2834053, 6060073; 2835451, 6060073; 2835451, 6058811; 2834053, 6058811; 
Boundary 5 2834236, 5230612; 2834236, 5233480; 2840779, 5233480; 2840779, 5230612; 2834236, 5230612; 
Boundary 5 2835730, 5651341; 2835730, 5655244; 2836185, 5655244; 2836185, 5651341; 2835730, 5651341; 
Boundary 5 2835837, 1183503; 2835837, 1187313; 2837908, 1187313; 2837908, 1183503; 2835837, 1183503; 
Boundary 5 2835839, 717977; 2835839, 718145; 2840734, 718145; 2840734, 717977; 2835839, 717977; 
Boundary 5 2836271, 5720650; 2836271, 5721470; 2838158, 5721470; 2838158, 5720650; 2836271, 5720650; 
Boundary 5 2836278, 5598749; 2836278, 5599892; 2837344, 5599892; 2837344, 5598749; 2836278, 5598749; 
Boundary 5 2836749, 1470156; 2836749, 1470962; 2838750, 1470962; 2838750, 1470156; 2836749, 1470156; 
Boundary 5 2837095, 6231472; 2837095, 6232917; 2837646, 6232917; 2837646, 6231472; 2837095, 6231472; 
Boundary 5 2837138, 3417847; 2837138, 3419619; 2840037, 3419619; 2840037, 3417847; 2837138, 3417847; 
Boundary 5 2837579, 237432; 2837579, 237883; 2840479, 237883; 2840479, 237432; 2837579, 237432; 
Boundary 5 2837615, 2871769; 2837615, 2873079; 2838972, 2873079; 2838972, 2871769; 2837615, 2871769; 
Boundary 5 2837762, 4858155; 2837762, 4858714; 2839595, 4858714; 2839595, 4858155; 2837762, 4858155; 
Boundary 5 2837775, 5690202; 2837775, 5690307; 2840608, 5690307; 2840608, 5690202; 2837775, 5690202; 
Boundary 5 2838326, 3487899; 2838326, 3489158; 2840825, 3489158; 2840825, 3487899; 2838326, 3487899; 
Boundary 5 2839093, 4248331; 2839093, 4249022; 2839807, 4249022; 2839807, 4248331; 2839093, 4248331; 
Boundary 5 2839968, 5936209; 2839968, 5938794; 2840086, 5938794; 2840086, 5936209; 2839968, 5936209; 
Boundary 5 2840242, 5177224; 2840242, 5180170; 2840490, 5180170; 2840490, 5177224; 2840242, 5177224; 
Boundary 5 2840495, 2471872; 2840495, 2477222; 2840599, 2477222; 2840599, 2471872; 2840495, 2471872; 
Boundary 5 2840670, 3030218; 2840670, 3030585; 2841073, 3030585; 2841073, 3030218; 2840670, 3030218; 
Boundary 5 2841073, 4553064; 2841073, 4556248; 2841271, 4556248; 2841271, 4553064; 2841073, 4553064; 
Boundary 5 2843653, 5178727; 2843653, 5180709; 2847285, 5180709; 2847285, 5178727; 2843653, 5178727; 
Boundary 5 2844173, 5836355; 2844173, 5841531; 2845553, 5841531; 2845553, 5836355; 2844173, 5836355; 
Boundary 5 2844338, 3860319; 2844338, 3861017; 2846312, 3861017; 2846312, 3860319; 2844338, 3860319; 
Boundary 5 2844652, 518059; 2844652, 519273; 2846563, 519273; 2846563, 518059; 2844652, 518059; 
Boundary 5 2844770, 5502119; 2844770, 5502158; 2845080, 5502158; 2845080, 5502119; 2844770, 5502119; 
Boundary 5 2845181, 2814039; 2845181, 2814786; 2847178, 2814786; 2847178, 2814039; 2845181, 2814039; 
Boundary 5 2845257, 773674; 2845257, 776711; 2847818, 776711; 2847818, 773674; 2845257, 773674; 
Boundary 5 2845556, 5693179; 2845556, 5696416; 2846640, 5696416; 2846640, 5693179; 2845556, 5693179; 
Boundary 5 2845655, 1174646; 2845655, 1177212; 2848162, 1177212; 2848162, 1174646; 2845655, 1174646; 
Boundary 5 2846247, 1194505; 2846247, 1195027; 2847106, 1195027; 2847106, 1194505; 2846247, 1194505; 
Boundary 5 2846410, 6114188; 2846410, 6118176; 2849250, 6118176; 2849250, 6114188; 2846410, 6114188; 
Boundary 5 2847079, 4910015; 2847079, 4915037; 2850058, 4915037; 2850058, 4910015; 2847079, 4910015; 
Boundary 5 2847457, 315014; 2847457, 315933; 2848531, 315933; 2848531, 315014; 2847457, 315014; 
Boundary 5 2848332, 3774772; 2848332, 3777820; 2848666, 3777820; 2848666, 3774772; 2848332, 3774772; 
Boundary 5 2848598, 4526634; 2848598, 4528350; 2851840, 4528350; 2851840, 4526634; 2848598, 4526634; 
Boundary 5 2848784, 1525129; 2848784, 1528764; 2851095, 1528764; 2851095, 1525129; 2848784, 1525129; 
Boundary 5 2849942, 5384544; 2849942, 5391366; 2850840, 5391366; 2850840, 5384544; 2849942, 5384544; 
Boundary 5 2850311, 3731218; 2850311, 3735080; 2851970, 3735080; 2851970, 3731218; 2850311, 3731218; 
Boundary 5 2850587, 2356380; 2850587, 2358031; 2851093, 2358031; 2851093, 2356380; 2850587, 2356380; 
Boundary 5 2850796, 5276501; 2850796, 5279721; 2855624, 5279721; 2855624, 5276501; 2850796, 5276501; 
Boundary 5 2850953, 6038729; 2850953, 6039754; 2851850, 6039754; 2851850, 6038729; 2850953, 6038729; 
Boundary 5 2851020, 5405088; 2851020, 5407926; 2858231, 5407926; 2858231, 5405088; 2851020, 5405088; 
Boundary 5 2851111, 6261790; 2851111, 6262229; 2851505, 6262229; 2851505, 6261790; 2851111, 6261790; 
Boundary 5 2851168, 1412100; 2851168, 1413988; 2854263, 1413988; 2854263, 1412100; 2851168, 1412100; 
Boundary 5 2851257, 1764530; 2851257, 1770167; 2855212, 1770167; 2855212, 1764530; 2851257, 1764530; 
Boundary 5 2851622, 3355583; 2851622, 3357293; 2852652, 3357293; 2852652, 3355583; 2851622, 3355583; 
Boundary 5 2851658, 5752724; 2851658, 5755592; 2853192, 5755592; 2853192, 5752724; 2851658, 5752724; 
Boundary 5 2852576, 3294952; 2852576, 3299510; 2854227, 3299510; 2854227, 3294952; 2852576, 3294952; 
Boundary 5 2852736, 3480421; 2852736, 3480595; 2855865, 3480595; 2855865, 3480421; 2852736, 3480421; 
Boundary 5 2852775, 6100940; 2852775, 6101066; 2855569, 6101066; 2855569, 6100940; 2852775, 6100940; 
Boundary 5 2853485, 4211468; 2853485, 4216419; 2854704, 4216419; 2854704, 4211468; 2853485, 4211468; 
Boundary 5 2853751, 5978459; 2853751, 5981165; 2853919, 5981165; 2853919, 5978459; 2853751, 5978459; 
Boundary 5 2854085, 1602637; 2854085, 1604385; 2856338, 1604385; 2856338, 1602637; 2854085, 1602637; 
Boundary 5 2854383, 3946618; 2854383, 3951330; 2854414, 3951330; 2854414, 3946618; 2854383, 3946618; 
Boundary 5 2855156, 648700; 2855156, 648927; 2855568, 648927; 2855568, 648700; 2855156, 648700; 
Boundary 5 2855172, 4734077; 2855172, 4734797; 2858229, 4734797; 2858229, 4734077; 2855172, 4734077; 
Boundary 5 2855250, 549478; 2855250, 553072; 2857449, 553072; 2857449, 549478; 2855250, 549478; 
Boundary 5 2855832, 4932777; 2855832, 4934007; 2856573, 4934007; 2856573, 4932777; 2855832, 4932777; 
Boundary 5 2855995, 5475518; 2855995, 5476696; 2859410, 5476696; 2859410, 5475518; 2855995, 5475518; 
Boundary 5 2856147, 1357117; 2856147, 1358907; 2857321, 1358907; 2857321, 1357117; 2856147, 1357117; 
Boundary 5 2856676, 807913; 2856676, 808746; 2857967, 808746; 2857967, 807913; 2856676, 807913; 
Boundary 5 2856793, 2337756; 2856793, 2338473; 2858228, 2338473; 2858228, 2337756; 2856793, 2337756; 
Boundary 5 2856914, 3168421; 2856914, 3168823; 2859843, 3168823; 2859843, 3168421; 2856914, 3168421; 
Boundary 5 2857811, 5656511; 2857811, 5657638; 2858037, 5657638; 2858037, 5656511; 2857811, 5656511; 
Boundary 5 2857855, 3720626; 2857855, 3720934; 2858217, 3720934; 2858217, 3720626; 2857855, 3720626; 
Boundary 5 2858168, 1449378; 2858168, 1453825; 2859089, 1453825; 2859089, 1449378; 2858168, 1449378; 
Boundary 5 2858452, 6275923; 2858452, 6280083; 2859445, 6280083; 2859445, 6275923; 2858452, 6275923; 
Boundary 5 2859077, 4979823; 2859077, 4980124; 2859674, 4980124; 2859674, 4979823; 2859077, 4979823; 
Boundary 5 2859333, 3888870; 2859333, 3891252; 2860052, 3891252; 2860052, 3888870; 2859333, 3888870; 
Boundary 5 2859704, 3750167; 2859704, 3750663; 2860575, 3750663; 2860575, 3750167; 2859704, 3750167; 
Boundary 5 2859710, 3785197; 2859710, 3788618; 2860537, 3788618; 2860537, 3785197; 2859710, 3785197; 
Boundary 5 2859800, 2268095; 2859800, 2270033; 2860126, 2270033; 2860126, 2268095; 2859800, 2268095; 
Boundary 5 2859828, 99757; 2859828, 99909; 2860133, 99909; 2860133, 99757; 2859828, 99757; 
Boundary 5 2859849, 989244; 2859849, 992734; 2860532, 992734; 2860532, 989244; 2859849, 989244; 
Boundary 5 2859946, 5593381; 2859946, 5599257; 2860311, 5599257; 2860311, 5593381; 2859946, 5593381; 
Boundary 5 2860335, 1066853; 2860335, 1070321; 2860989, 1070321; 2860989, 1066853; 2860335, 1066853; 
Boundary 5 2861937, 953373; 2861937, 956238; 2862500, 956238; 2862500, 953373; 2861937, 953373; 
Boundary 5 2863074, 2459215; 2863074, 2459346; 2867690, 2459346; 2867690, 2459215; 2863074, 2459215; 
Boundary 5 2864760, 6339043; 2864760, 6339389; 2867712, 6339389; 2867712, 6339043; 2864760, 6339043; 
Boundary 5 2864806, 4210077; 2864806, 4210668; 2869101, 4210668; 2869101, 4210077; 2864806, 4210077; 
Boundary 5 2865936, 4777893; 2865936, 4778807; 2866811, 4778807; 2866811, 4777893; 2865936, 4777893; 
Boundary 5 2866024, 5892075; 2866024, 5892753; 2871057, 5892753; 2871057, 5892075; 2866024, 5892075; 
Boundary 5 2866028, 4053597; 2866028, 4056773; 2869169, 4056773; 2869169, 4053597; 2866028, 4053597; 
Boundary 5 2866213, 3830359; 2866213, 3832999; 2867215, 3832999; 2867215, 3830359; 2866213, 3830359; 
Boundary 5 2866237, 4741073; 2866237, 4741921; 2869838, 4741921; 2869838, 4741073; 2866237, 4741073; 
Boundary 5 2866636, 3966052; 2866636, 3970440; 2870229, 3970440; 2870229, 3966052; 2866636, 3966052; 
Boundary 5 2866912, 488669; 2866912, 493602; 2875721, 493602; 2875721, 488669; 2866912, 488669; 
Boundary 5 2868705, 5858945; 2868705, 5860155; 2871976, 5860155; 2871976, 5858945; 2868705, 5858945; 
Boundary 5 2868877, 5674629; 2868877, 5676632; 2870459, 5676632; 2870459, 5674629; 2868877, 5674629; 
Boundary 5 2868916, 1506728; 2868916, 1511689; 2870049, 1511689; 2870049, 1506728; 2868916, 1506728; 
Boundary 5 2869787, 4900161; 2869787, 4901958; 2874248, 4901958; 2874248, 4900161; 2869787, 4900161; 
Boundary 5 2870188, 6200314; 2870188, 6201289; 2875047, 6201289; 2875047, 6200314; 2870188, 6200314; 
Boundary 5 2870638, 3311276; 2870638, 3313184; 2872315, 3313184; 2872315, 3311276; 2870638, 3311276; 
Boundary 5 2870645, 3134365; 2870645, 3134557; 2875114, 3134557; 2875114, 3134365; 2870645, 3134365; 
Boundary 5 2871239, 1652730; 2871239, 1654955; 2873004, 1654955; 2873004, 1652730; 2871239, 1652730; 
Boundary 5 2871391, 3193973; 2871391, 3199108; 2872198, 3199108; 2872198, 3193973; 2871391, 3193973; 
Boundary 5 2871607, 5752288; 2871607, 5756001; 2875100, 5756001; 2875100, 5752288; 2871607, 5752288; 
Boundary 5 2871661, 3155527; 2871661, 3157760; 2875597, 3157760; 2875597, 3155527; 2871661, 3155527; 
Boundary 5 2871708, 1344853; 2871708, 1347282; 2872767, 1347282; 2872767, 1344853; 2871708, 1344853; 
Boundary 5 2872272, 5618490; 2872272, 5619896; 2875079, 5619896; 2875079, 5618490; 2872272, 5618490; 
Boundary 5 2872304, 1236026; 2872304, 1238775; 2875246, 1238775; 2875246, 1236026; 2872304, 1236026; 
Boundary 5 2872308, 5549900; 2872308, 5555746; 2872906, 5555746; 2872906, 5549900; 2872308, 5549900; 
Boundary 5 2872534, 6237521; 2872534, 6239122; 2874364, 6239122; 2874364, 6237521; 2872534, 6237521; 
Boundary 5 2872686, 817849; 2872686, 819022; 2875979, 819022; 2875979, 817849; 2872686, 817849; 
Boundary 5 2873314, 5638969; 2873314, 5638989; 2873854, 5638989; 2873854, 5638969; 2873314, 5638969; 
Boundary 5 2873408, 1815039; 2873408, 1818011; 2877251, 1818011; 2877251, 1815039; 2873408, 1815039; 
Boundary 5 2873949, 1151573; 2873949, 1152446; 2875553, 1152446; 2875553, 1151573; 2873949, 1151573; 
Boundary 5 2874725, 530038; 2874725, 530453; 2880141, 530453; 2880141, 530038; 2874725, 530038; 
Boundary 5 2875252, 5329702; 2875252, 5330196; 2875917, 5330196; 2875917, 5329702; 2875252, 5329702; 
Boundary 5 2875501, 2970996; 2875501, 2972530; 2880420, 2972530; 2880420, 2970996; 2875501, 2970996; 
Boundary 5 2875683, 3627649; 2875683, 3627998; 2875978, 3627998; 2875978, 3627649; 2875683, 3627649; 
Boundary 5 2875949, 1766492; 2875949, 1766575; 2877928, 1766575; 2877928, 1766492; 2875949, 1766492; 
Boundary 5 2876424, 4412538; 2876424, 4415781; 2879804, 4415781; 2879804, 4412538; 2876424, 4412538; 
Boundary 5 2876475, 6130034; 2876475, 6130907; 2879546, 6130907; 2879546, 6130034; 2876475, 6130034; 
Boundary 5 2876986, 3563104; 2876986, 3569511; 2879756, 3569511; 2879756, 3563104; 2876986, 3563104; 
Boundary 5 2877210, 2090126; 2877210, 2090333; 2879537, 2090333; 2879537, 2090126; 2877210, 2090126; 
Boundary 5 2877595, 291787; 2877595, 294938; 2879614, 294938; 2879614, 291787; 2877595, 291787; 
Boundary 5 2878249, 5740652; 2878249, 5741989; 2878537, 5741989; 2878537, 5740652; 2878249, 5740652; 
Boundary 5 2879440, 5947968; 2879440, 5948669; 2879621, 5948669; 2879621, 5947968; 2879440, 5947968; 
Boundary 5 2879460, 3070396; 2879460, 3072077; 2880066, 3072077; 2880066, 3070396; 2879460, 3070396; 
Boundary 5 2879538, 3746241; 2879538, 3748668; 2881105, 3748668; 2881105, 3746241; 2879538, 3746241; 
Boundary 5 2879739, 4469244; 2879739, 4472561; 2880889, 4472561; 2880889, 4469244; 2879739, 4469244; 
Boundary 5 2879900, 898300; 2879900, 899752; 2881011, 899752; 2881011, 898300; 2879900, 898300; 
Boundary 5 2882416, 1689726; 2882416, 1692222; 2884469, 1692222; 2884469, 1689726; 2882416, 1689726; 
Boundary 5 2883113, 1388689; 2883113, 1390113; 2885444, 1390113; 2885444, 1388689; 2883113, 1388689; 
Boundary 5 2883484, 2213919; 2883484, 2214222; 2883650, 2214222; 2883650, 2213919; 2883484, 2213919; 
Boundary 5 2883914, 4640618; 2883914, 4641218; 2888884, 4641218; 2888884, 4640618; 2883914, 4640618; 
Boundary 5 2884089, 1758129; 2884089, 1760388; 2886333, 1760388; 2886333, 1758129; 2884089, 1758129; 
Boundary 5 2884241, 2044303; 2884241, 2045241; 2887520, 2045241; 2887520, 2044303; 2884241, 2044303; 
Boundary 5 2885680, 4444181; 2885680, 4445897; 2886032, 4445897; 2886032, 4444181; 2885680, 4444181; 
Boundary 5 2886054, 1134905; 2886054, 1136120; 2890632, 1136120; 2890632, 1134905; 2886054, 1134905; 
Boundary 5 2886891, 1248024; 2886891, 1251302; 2888757, 1251302; 2888757, 1248024; 2886891, 1248024; 
Boundary 5 2886999, 75314; 2886999, 76424; 2888791, 76424; 2888791, 75314; 2886999, 75314; 
Boundary 5 2887166, 6227609; 2887166, 6234318; 2893653, 6234318; 2893653, 6227609; 2887166, 6227609; 
Boundary 5 2888102, 3768115; 2888102, 3769273; 2889565, 3769273; 2889565, 3768115; 2888102, 3768115; 
Boundary 5 2888146, 5230506; 2888146, 5233771; 2889153, 5233771; 2889153, 5230506; 2888146, 5230506; 
Boundary 5 2888456, 4766318; 2888456, 4770284; 2892956, 4770284; 2892956, 4766318; 2888456, 4766318; 
Boundary 5 2889412, 6120085; 2889412, 6121067; 2892838, 6121067; 2892838, 6120085; 2889412, 6120085; 
Boundary 5 2890069, 1652555; 2890069, 1652981; 2894102, 1652981; 2894102, 1652555; 2890069, 1652555; 
Boundary 5 2890698, 1507091; 2890698, 1509901; 2892915, 1509901; 2892915, 1507091; 2890698, 1507091; 
Boundary 5 2891633, 6020327; 2891633, 6020580; 2892793, 6020580; 2892793, 6020327; 2891633, 6020327; 
Boundary 5 2892105, 807814; 2892105, 810122; 2897881, 810122; 2897881, 807814; 2892105, 807814; 
Boundary 5 2892723, 4277908; 2892723, 4278021; 2893288, 4278021; 2893288, 4277908; 2892723, 4277908; 
Boundary 5 2893311, 968731; 2893311, 970298; 2898511, 970298; 2898511, 968731; 2893311, 968731; 
Boundary 5 2894105, 2468960; 2894105, 2469117; 2899774, 2469117; 2899774, 2468960; 2894105, 2468960; 
Boundary 5 2894367, 1189269; 2894367, 1194125; 2898413, 1194125; 2898413, 1189269; 2894367, 1189269; 
Boundary 5 2894985, 3212756; 2894985, 3212813; 2896163, 3212813; 2896163, 3212756; 2894985, 3212756; 
Boundary 5 2895542, 2951746; 2895542, 2955057; 2895827, 2955057; 2895827, 2951746; 2895542, 2951746; 
Boundary 5 2895613, 6218811; 2895613, 6219115; 2897251, 6219115; 2897251, 6218811; 2895613, 6218811; 
Boundary 5 2896009, 1852018; 2896009, 1855283; 2896944, 1855283; 2896944, 1852018; 2896009, 1852018; 
Boundary 5 2896993, 5829045; 2896993, 5832763; 2897482, 5832763; 2897482, 5829045; 2896993, 5829045; 
Boundary 5 2897092, 4319674; 2897092, 4320149; 2897768, 4320149; 2897768, 4319674; 2897092, 4319674; 
Boundary 5 2897542, 4832223; 2897542, 4838727; 2900550, 4838727; 2900550, 4832223; 2897542, 4832223; 
Boundary 5 2897833, 2277681; 2897833, 2279633; 2899374, 2279633; 2899374, 2277681; 2897833, 2277681; 
Boundary 5 2898342, 5392804; 2898342, 5395807; 2898632, 5395807; 2898632, 5392804; 2898342, 5392804; 
Boundary 5 2898566, 6060752; 2898566, 6061244; 2899577, 6061244; 2899577, 6060752; 2898566, 6060752; 
Boundary 5 2898816, 1833119; 2898816, 1835844; 2899220, 1835844; 2899220, 1833119; 2898816, 1833119; 
Boundary 5 2898901, 4571503; 2898901, 4572427; 2900065, 4572427; 2900065, 4571503; 2898901, 4571503; 
Boundary 5 2899158, 4469954; 2899158, 4471162; 2899907, 4471162; 2899907, 4469954; 2899158, 4469954; 
Boundary 5 2899231, 575946; 2899231, 577466; 2900530, 577466; 2900530, 575946; 2899231, 575946; 
Boundary 5 2899513, 655669; 2899513, 658061; 2900392, 658061; 2900392, 655669; 2899513, 655669; 
Boundary 5 2899619, 4398907; 2899619, 4399561; 2900720, 4399561; 2900720, 4398907; 2899619, 4398907; 
Boundary 5 2899842, 4722757; 2899842, 4725529; 2900460, 4725529; 2900460, 4722757; 2899842, 4722757; 
Boundary 5 2903296, 6120710; 2903296, 6120847; 2904204, 6120847; 2904204, 6120710; 2903296, 6120710; 
Boundary 5 2904718, 6076830; 2904718, 6078371; 2906079, 6078371; 2906079, 6076830; 2904718, 6076830; 
Boundary 5 2905882, 4674907; 2905882, 4675727; 2906755, 4675727; 2906755, 4674907; 2905882, 4674907; 
Boundary 5 2906840, 985722; 2906840, 987320; 2910120, 987320; 2910120, 985722; 2906840, 985722; 
Boundary 5 2907259, 1194435; 2907259, 1197175; 2911248, 1197175; 2911248, 1194435; 2907259, 1194435; 
Boundary 5 2907460, 3597479; 2907460, 3600329; 2908781, 3600329; 2908781, 3597479; 2907460, 3597479; 
Boundary 5 2908028, 2455563; 2908028, 2455990; 2910565, 2455990; 2910565, 2455563; 2908028, 2455563; 
Boundary 5 2908879, 187722; 2908879, 188631; 2913569, 188631; 2913569, 187722; 2908879, 187722; 
Boundary 5 2909035, 2278654; 2909035, 2279554; 2910073, 2279554; 2910073, 2278654; 2909035, 2278654; 
Boundary 5 2909250, 3159572; 2909250, 3159765; 2910735, 3159765; 2910735, 3159572; 2909250, 3159572; 
Boundary 5 2909313, 3416510; 2909313, 3419034; 2912247, 3419034; 2912247, 3416510; 2909313, 3416510; 
Boundary 5 2909502, 1533372; 2909502, 1534082; 2911112, 1534082; 2911112, 1533372; 2909502, 1533372; 
Boundary 5 2909577, 1244963; 2909577, 1245555; 2910253, 1245555; 2910253, 1244963; 2909577, 1244963; 
Boundary 5 2909686, 703201; 2909686, 704831; 2913955, 704831; 2913955, 703201; 2909686, 703201; 
Boundary 5 2910532, 4756314; 2910532, 4759464; 2911645, 4759464; 2911645, 4756314; 2910532, 4756314; 
Boundary 5 2910565, 248333; 2910565, 249639; 2914941, 249639; 2914941, 248333; 2910565, 248333; 
Boundary 5 2911569, 3858551; 2911569, 3860865; 2915005, 3860865; 2915005, 3858551; 2911569, 3858551; 
Boundary 5 2912818, 452340; 2912818, 453162; 2917063, 453162; 2917063, 452340; 2912818, 452340; 
Boundary 5 2912936, 2194349; 2912936, 2195406; 2917378, 2195406; 2917378, 2194349; 2912936, 2194349; 
Boundary 5 2913101, 3028216; 2913101, 3029115; 2917993, 3029115; 2917993, 3028216; 2913101, 3028216; 
Boundary 5 2913548, 4977981; 2913548, 4979462; 2915192, 4979462; 2915192, 4977981; 2913548, 4977981; 
Boundary 5 2913616, 5772523; 2913616, 5775125; 2915840, 5775125; 2915840, 5772523; 2913616, 5772523; 
Boundary 5 2914006, 6298168; 2914006, 6299804; 2914547, 6299804; 2914547, 6298168; 2914006, 6298168; 
Boundary 5 2914177, 4596899; 2914177, 4597147; 2915655, 4597147; 2915655, 4596899; 2914177, 4596899; 
Boundary 5 2914213, 2031117; 2914213, 2032069; 2916610, 2032069; 2916610, 2031117; 2914213, 2031117; 
Boundary 5 2914325, 4303506; 2914325, 4305906; 2915399, 4305906; 2915399, 4303506; 2914325, 4303506; 
Boundary 5 2914468, 4874580; 2914468, 4877635; 2916343, 4877635; 2916343, 4874580; 2914468, 4874580; 
Boundary 5 2914511, 5470552; 2914511, 5472078; 2918027, 5472078; 2918027, 5470552; 2914511, 5470552; 
Boundary 5 2914793, 5658570; 2914793, 5660824; 2915542, 5660824; 2915542, 5658570; 2914793, 5658570; 
Boundary 5 2915202, 1794786; 2915202, 1796180; 2916609, 1796180; 2916609, 1794786; 2915202, 1794786; 
Boundary 5 2915354, 2618848; 2915354, 2618884; 2919544, 2618884; 2919544, 2618848; 2915354, 2618848; 
Boundary 5 2915445, 2913676; 2915445, 2914072; 2919203, 2914072; 2919203, 2913676; 2915445, 2913676; 
Boundary 5 2915535, 1992430; 2915535, 1997486; 2919534, 1997486; 2919534, 1992430; 2915535, 1992430; 
Boundary 5 2916241, 1228285; 2916241, 1230988; 2916437, 1230988; 2916437, 1228285; 2916241, 1228285; 
