Count  14657
Boundary 5 1230500, 4632318; 1230500, 4633754; 1232862, 4633754; 1232862, 4632318; 1230500, 4632318; 
Boundary 5 1230540, 803538; 1230540, 804755; 1231309, 804755; 1231309, 803538; 1230540, 803538; 
Boundary 5 1230746, 5475624; 1230746, 5476295; 1237659, 5476295; 1237659, 5475624; 1230746, 5475624; 
Boundary 5 1230893, 4596312; 1230893, 4600598; 1232666, 4600598; 1232666, 4596312; 1230893, 4596312; 
Boundary 5 1231397, 1946196; 1231397, 1948351; 1232474, 1948351; 1232474, 1946196; 1231397, 1946196; 
Boundary 5 1231453, 299082; 1231453, 299777; 1233271, 299777; 1233271, 299082; 1231453, 299082; 
Boundary 5 1231479, 193676; 1231479, 196598; 1231993, 196598; 1231993, 193676; 1231479, 193676; 
Boundary 5 1232036, 4856026; 1232036, 4860404; 1234012, 4860404; 1234012, 4856026; 1232036, 4856026; 
Boundary 5 1232172, 2017201; 1232172, 2017987; 1233184, 2017987; 1233184, 2017201; 1232172, 2017201; 
Boundary 5 1232574, 3595652; 1232574, 3599448; 1232604, 3599448; 1232604, 3595652; 1232574, 3595652; 
Boundary 5 1232666, 4032032; 1232666, 4033351; 1237520, 4033351; 1237520, 4032032; 1232666, 4032032; 
Boundary 5 1232895, 4210189; 1232895, 4211422; 1233377, 4211422; 1233377, 4210189; 1232895, 4210189; 
Boundary 5 1232972, 1508859; 1232972, 1515169; 1233926, 1515169; 1233926, 1508859; 1232972, 1508859; 
Boundary 5 1233203, 908094; 1233203, 910550; 1235130, 910550; 1235130, 908094; 1233203, 908094; 
Boundary 5 1233498, 3354988; 1233498, 3355656; 1233576, 3355656; 1233576, 3354988; 1233498, 3354988; 
Boundary 5 1233742, 4184108; 1233742, 4188443; 1235789, 4188443; 1235789, 4184108; 1233742, 4184108; 
Boundary 5 1233911, 5880849; 1233911, 5881413; 1234092, 5881413; 1234092, 5880849; 1233911, 5880849; 
Boundary 5 1234171, 2893088; 1234171, 2894447; 1235422, 2894447; 1235422, 2893088; 1234171, 2893088; 
Boundary 5 1234261, 5594501; 1234261, 5597433; 1236834, 5597433; 1236834, 5594501; 1234261, 5594501; 
Boundary 5 1234894, 1893762; 1234894, 1898424; 1237621, 1898424; 1237621, 1893762; 1234894, 1893762; 
Boundary 5 1235497, 3010893; 1235497, 3010975; 1238546, 3010975; 1238546, 3010893; 1235497, 3010893; 
Boundary 5 1235860, 3829906; 1235860, 3835279; 1236607, 3835279; 1236607, 3829906; 1235860, 3829906; 
Boundary 5 1236189, 4491904; 1236189, 4491984; 1238029, 4491984; 1238029, 4491904; 1236189, 4491904; 
Boundary 5 1236263, 3490433; 1236263, 3491843; 1237051, 3491843; 1237051, 3490433; 1236263, 3490433; 
Boundary 5 1236268, 4014235; 1236268, 4014839; 1236783, 4014839; 1236783, 4014235; 1236268, 4014235; 
Boundary 5 1236584, 1083850; 1236584, 1091568; 1237603, 1091568; 1237603, 1083850; 1236584, 1083850; 
Boundary 5 1236962, 2093494; 1236962, 2094999; 1238631, 2094999; 1238631, 2093494; 1236962, 2093494; 
Boundary 5 1238100, 5666972; 1238100, 5673467; 1238835, 5673467; 1238835, 5666972; 1238100, 5666972; 
Boundary 5 1238320, 1326767; 1238320, 1333937; 1239364, 1333937; 1239364, 1326767; 1238320, 1326767; 
Boundary 5 1238970, 1128349; 1238970, 1131562; 1239379, 1131562; 1239379, 1128349; 1238970, 1128349; 
Boundary 5 1239372, 2795407; 1239372, 2795818; 1239694, 2795818; 1239694, 2795407; 1239372, 2795407; 
Boundary 5 1239717, 1392637; 1239717, 1399510; 1240395, 1399510; 1240395, 1392637; 1239717, 1392637; 
Boundary 5 1239750, 5930361; 1239750, 5931893; 1239859, 5931893; 1239859, 5930361; 1239750, 5930361; 
Boundary 5 1242128, 705900; 1242128, 710743; 1244786, 710743; 1244786, 705900; 1242128, 705900; 
Boundary 5 1242542, 2449638; 1242542, 2450256; 1249252, 2450256; 1249252, 2449638; 1242542, 2449638; 
Boundary 5 1243646, 2980275; 1243646, 2980644; 1244634, 2980644; 1244634, 2980275; 1243646, 2980275; 
Boundary 5 1244423, 1808684; 1244423, 1809125; 1245382, 1809125; 1245382, 1808684; 1244423, 1808684; 
Boundary 5 1244858, 5852257; 1244858, 5853627; 1248616, 5853627; 1248616, 5852257; 1244858, 5852257; 
Boundary 5 1245861, 322648; 1245861, 324290; 1247565, 324290; 1247565, 322648; 1245861, 322648; 
Boundary 5 1246007, 4111293; 1246007, 4117048; 1247993, 4117048; 1247993, 4111293; 1246007, 4111293; 
Boundary 5 1246240, 2024730; 1246240, 2029865; 1246323, 2029865; 1246323, 2024730; 1246240, 2024730; 
Boundary 5 1246550, 5870705; 1246550, 5870796; 1249114, 5870796; 1249114, 5870705; 1246550, 5870705; 
Boundary 5 1246590, 5666119; 1246590, 5668141; 1247502, 5668141; 1247502, 5666119; 1246590, 5666119; 
Boundary 5 1246674, 4952779; 1246674, 4960001; 1252792, 4960001; 1252792, 4952779; 1246674, 4952779; 
Boundary 5 1246710, 1539577; 1246710, 1539660; 1252727, 1539660; 1252727, 1539577; 1246710, 1539577; 
Boundary 5 1247403, 225722; 1247403, 228426; 1248624, 228426; 1248624, 225722; 1247403, 225722; 
Boundary 5 1247549, 1286634; 1247549, 1293228; 1251612, 1293228; 1251612, 1286634; 1247549, 1286634; 
Boundary 5 1247554, 5637114; 1247554, 5637422; 1248323, 5637422; 1248323, 5637114; 1247554, 5637114; 
Boundary 5 1247671, 2619727; 1247671, 2620244; 1250355, 2620244; 1250355, 2619727; 1247671, 2619727; 
Boundary 5 1247988, 2439575; 1247988, 2440087; 1250280, 2440087; 1250280, 2439575; 1247988, 2439575; 
Boundary 5 1248307, 5508858; 1248307, 5509052; 1251435, 5509052; 1251435, 5508858; 1248307, 5508858; 
Boundary 5 1248822, 3943566; 1248822, 3944404; 1250064, 3944404; 1250064, 3943566; 1248822, 3943566; 
Boundary 5 1249034, 1574522; 1249034, 1578357; 1251557, 1578357; 1251557, 1574522; 1249034, 1574522; 
Boundary 5 1249276, 5451035; 1249276, 5452650; 1254867, 5452650; 1254867, 5451035; 1249276, 5451035; 
Boundary 5 1249733, 4013748; 1249733, 4018262; 1250653, 4018262; 1250653, 4013748; 1249733, 4013748; 
Boundary 5 1250607, 4907500; 1250607, 4909816; 1254002, 4909816; 1254002, 4907500; 1250607, 4907500; 
Boundary 5 1250819, 3011859; 1250819, 3013505; 1256436, 3013505; 1256436, 3011859; 1250819, 3011859; 
Boundary 5 1252094, 3909663; 1252094, 3914367; 1253003, 3914367; 1253003, 3909663; 1252094, 3909663; 
Boundary 5 1252769, 6139468; 1252769, 6140254; 1253776, 6140254; 1253776, 6139468; 1252769, 6139468; 
Boundary 5 1253752, 5577926; 1253752, 5578765; 1254146, 5578765; 1254146, 5577926; 1253752, 5577926; 
Boundary 5 1253784, 4937435; 1253784, 4937563; 1255411, 4937563; 1255411, 4937435; 1253784, 4937435; 
Boundary 5 1254113, 2751597; 1254113, 2753244; 1255711, 2753244; 1255711, 2751597; 1254113, 2751597; 
Boundary 5 1254198, 2173827; 1254198, 2174683; 1254300, 2174683; 1254300, 2173827; 1254198, 2173827; 
Boundary 5 1254711, 1208640; 1254711, 1217527; 1255079, 1217527; 1255079, 1208640; 1254711, 1208640; 
Boundary 5 1255036, 1887652; 1255036, 1890587; 1258908, 1890587; 1258908, 1887652; 1255036, 1887652; 
Boundary 5 1255072, 2189198; 1255072, 2189634; 1256162, 2189634; 1256162, 2189198; 1255072, 2189198; 
Boundary 5 1256316, 5718205; 1256316, 5719730; 1257664, 5719730; 1257664, 5718205; 1256316, 5718205; 
Boundary 5 1257556, 5384464; 1257556, 5387450; 1257828, 5387450; 1257828, 5384464; 1257556, 5384464; 
Boundary 5 1257923, 3819237; 1257923, 3820100; 1258205, 3820100; 1258205, 3819237; 1257923, 3819237; 
Boundary 5 1258010, 6244448; 1258010, 6247006; 1260431, 6247006; 1260431, 6244448; 1258010, 6244448; 
Boundary 5 1258055, 5911881; 1258055, 5913232; 1258403, 5913232; 1258403, 5911881; 1258055, 5911881; 
Boundary 5 1258450, 4840072; 1258450, 4841194; 1260003, 4841194; 1260003, 4840072; 1258450, 4840072; 
Boundary 5 1261063, 1558351; 1261063, 1558870; 1261280, 1558870; 1261280, 1558351; 1261063, 1558351; 
Boundary 5 1263890, 5826707; 1263890, 5830356; 1269159, 5830356; 1269159, 5826707; 1263890, 5826707; 
Boundary 5 1264076, 1032220; 1264076, 1033760; 1264683, 1033760; 1264683, 1032220; 1264076, 1032220; 
Boundary 5 1264325, 2206461; 1264325, 2213645; 1266361, 2213645; 1266361, 2206461; 1264325, 2206461; 
Boundary 5 1264936, 2935073; 1264936, 2938303; 1267185, 2938303; 1267185, 2935073; 1264936, 2935073; 
Boundary 5 1264949, 5494473; 1264949, 5496667; 1267874, 5496667; 1267874, 5494473; 1264949, 5494473; 
Boundary 5 1265091, 2073751; 1265091, 2077586; 1266295, 2077586; 1266295, 2073751; 1265091, 2073751; 
Boundary 5 1265326, 595775; 1265326, 597601; 1272545, 597601; 1272545, 595775; 1265326, 595775; 
Boundary 5 1265551, 3506773; 1265551, 3507809; 1272286, 3507809; 1272286, 3506773; 1265551, 3506773; 
Boundary 5 1265638, 1515890; 1265638, 1517683; 1266867, 1517683; 1266867, 1515890; 1265638, 1515890; 
Boundary 5 1266118, 2977982; 1266118, 2981025; 1267309, 2981025; 1267309, 2977982; 1266118, 2977982; 
Boundary 5 1266127, 1259864; 1266127, 1260024; 1268917, 1260024; 1268917, 1259864; 1266127, 1259864; 
Boundary 5 1266305, 56396; 1266305, 57900; 1269909, 57900; 1269909, 56396; 1266305, 56396; 
Boundary 5 1266619, 4617487; 1266619, 4618640; 1266722, 4618640; 1266722, 4617487; 1266619, 4617487; 
Boundary 5 1266848, 2191246; 1266848, 2198945; 1268014, 2198945; 1268014, 2191246; 1266848, 2191246; 
Boundary 5 1266938, 6290901; 1266938, 6293983; 1270922, 6293983; 1270922, 6290901; 1266938, 6290901; 
Boundary 5 1266964, 4874240; 1266964, 4874727; 1271769, 4874727; 1271769, 4874240; 1266964, 4874240; 
Boundary 5 1267808, 5770470; 1267808, 5771633; 1271299, 5771633; 1271299, 5770470; 1267808, 5770470; 
Boundary 5 1268173, 535517; 1268173, 535882; 1272740, 535882; 1272740, 535517; 1268173, 535517; 
Boundary 5 1268365, 158477; 1268365, 159021; 1269280, 159021; 1269280, 158477; 1268365, 158477; 
Boundary 5 1268453, 3449571; 1268453, 3449952; 1268481, 3449952; 1268481, 3449571; 1268453, 3449571; 
Boundary 5 1268595, 5469040; 1268595, 5469697; 1269410, 5469697; 1269410, 5469040; 1268595, 5469040; 
Boundary 5 1268835, 1386241; 1268835, 1389382; 1269636, 1389382; 1269636, 1386241; 1268835, 1386241; 
Boundary 5 1269121, 4166725; 1269121, 4169538; 1272783, 4169538; 1272783, 4166725; 1269121, 4166725; 
Boundary 5 1269665, 1882558; 1269665, 1884040; 1276681, 1884040; 1276681, 1882558; 1269665, 1882558; 
Boundary 5 1270038, 5429679; 1270038, 5433969; 1270246, 5433969; 1270246, 5429679; 1270038, 5429679; 
Boundary 5 1270619, 949434; 1270619, 949886; 1273029, 949886; 1273029, 949434; 1270619, 949434; 
Boundary 5 1270624, 110338; 1270624, 116543; 1271145, 116543; 1271145, 110338; 1270624, 110338; 
Boundary 5 1270901, 6177156; 1270901, 6177617; 1271553, 6177617; 1271553, 6177156; 1270901, 6177156; 
Boundary 5 1271150, 4283524; 1271150, 4284387; 1275089, 4284387; 1275089, 4283524; 1271150, 4283524; 
Boundary 5 1272476, 275117; 1272476, 275220; 1275881, 275220; 1275881, 275117; 1272476, 275117; 
Boundary 5 1272749, 4931172; 1272749, 4936145; 1275670, 4936145; 1275670, 4931172; 1272749, 4931172; 
Boundary 5 1273015, 5893220; 1273015, 5895375; 1273763, 5895375; 1273763, 5893220; 1273015, 5893220; 
Boundary 5 1273044, 4350503; 1273044, 4353012; 1274979, 4353012; 1274979, 4350503; 1273044, 4350503; 
Boundary 5 1273107, 1067655; 1273107, 1069870; 1274211, 1069870; 1274211, 1067655; 1273107, 1067655; 
Boundary 5 1273299, 210871; 1273299, 212337; 1274563, 212337; 1274563, 210871; 1273299, 210871; 
Boundary 5 1274554, 3712764; 1274554, 3714958; 1277225, 3714958; 1277225, 3712764; 1274554, 3712764; 
Boundary 5 1276027, 695665; 1276027, 697554; 1279165, 697554; 1279165, 695665; 1276027, 695665; 
Boundary 5 1276124, 4711073; 1276124, 4714342; 1276500, 4714342; 1276500, 4711073; 1276124, 4711073; 
Boundary 5 1276167, 5526194; 1276167, 5530563; 1278690, 5530563; 1278690, 5526194; 1276167, 5526194; 
Boundary 5 1276516, 2552260; 1276516, 2555148; 1276656, 2555148; 1276656, 2552260; 1276516, 2552260; 
Boundary 5 1276610, 645142; 1276610, 649723; 1279765, 649723; 1279765, 645142; 1276610, 645142; 
Boundary 5 1276627, 1767357; 1276627, 1768577; 1277885, 1768577; 1277885, 1767357; 1276627, 1767357; 
Boundary 5 1276715, 4220109; 1276715, 4220623; 1276854, 4220623; 1276854, 4220109; 1276715, 4220109; 
Boundary 5 1277026, 3947764; 1277026, 3948085; 1278338, 3948085; 1278338, 3947764; 1277026, 3947764; 
Boundary 5 1277107, 2105336; 1277107, 2111648; 1279932, 2111648; 1279932, 2105336; 1277107, 2105336; 
Boundary 5 1277145, 1334581; 1277145, 1335512; 1279287, 1335512; 1279287, 1334581; 1277145, 1334581; 
Boundary 5 1277460, 5136080; 1277460, 5137148; 1278002, 5137148; 1278002, 5136080; 1277460, 5136080; 
Boundary 5 1277638, 4696621; 1277638, 4697617; 1279596, 4697617; 1279596, 4696621; 1277638, 4696621; 
Boundary 5 1278007, 1271175; 1278007, 1278640; 1278032, 1278640; 1278032, 1271175; 1278007, 1271175; 
Boundary 5 1278111, 2385128; 1278111, 2391848; 1278142, 2391848; 1278142, 2385128; 1278111, 2385128; 
Boundary 5 1278595, 473295; 1278595, 474490; 1279994, 474490; 1279994, 473295; 1278595, 473295; 
Boundary 5 1278715, 6327804; 1278715, 6331691; 1279326, 6331691; 1279326, 6327804; 1278715, 6327804; 
Boundary 5 1278950, 850396; 1278950, 852179; 1279463, 852179; 1279463, 850396; 1278950, 850396; 
Boundary 5 1279017, 741800; 1279017, 744458; 1279091, 744458; 1279091, 741800; 1279017, 741800; 
Boundary 5 1279171, 2690877; 1279171, 2692378; 1279258, 2692378; 1279258, 2690877; 1279171, 2690877; 
Boundary 5 1280145, 5975459; 1280145, 5977478; 1280460, 5977478; 1280460, 5975459; 1280145, 5975459; 
Boundary 5 1282511, 693967; 1282511, 694845; 1284148, 694845; 1284148, 693967; 1282511, 693967; 
Boundary 5 1284797, 5848326; 1284797, 5849847; 1285854, 5849847; 1285854, 5848326; 1284797, 5848326; 
Boundary 5 1285147, 4610056; 1285147, 4610713; 1285257, 4610713; 1285257, 4610056; 1285147, 4610056; 
Boundary 5 1285523, 4733616; 1285523, 4738816; 1290615, 4738816; 1290615, 4733616; 1285523, 4733616; 
Boundary 5 1285565, 2186312; 1285565, 2190339; 1288453, 2190339; 1288453, 2186312; 1285565, 2186312; 
Boundary 5 1285813, 5368023; 1285813, 5373828; 1287251, 5373828; 1287251, 5368023; 1285813, 5368023; 
Boundary 5 1285823, 4171224; 1285823, 4175885; 1287422, 4175885; 1287422, 4171224; 1285823, 4171224; 
Boundary 5 1286002, 4859613; 1286002, 4861057; 1290760, 4861057; 1290760, 4859613; 1286002, 4859613; 
Boundary 5 1286702, 1110315; 1286702, 1111885; 1290742, 1111885; 1290742, 1110315; 1286702, 1110315; 
Boundary 5 1288077, 1235531; 1288077, 1237959; 1293842, 1237959; 1293842, 1235531; 1288077, 1235531; 
Boundary 5 1288083, 4756935; 1288083, 4760816; 1291792, 4760816; 1291792, 4756935; 1288083, 4756935; 
Boundary 5 1288349, 1759270; 1288349, 1760418; 1289415, 1760418; 1289415, 1759270; 1288349, 1759270; 
Boundary 5 1288793, 1447990; 1288793, 1448161; 1293878, 1448161; 1293878, 1447990; 1288793, 1447990; 
Boundary 5 1290149, 5689447; 1290149, 5689757; 1290295, 5689757; 1290295, 5689447; 1290149, 5689447; 
Boundary 5 1290335, 993358; 1290335, 998438; 1290963, 998438; 1290963, 993358; 1290335, 993358; 
Boundary 5 1290474, 3166988; 1290474, 3169597; 1291520, 3169597; 1291520, 3166988; 1290474, 3166988; 
Boundary 5 1291272, 6228664; 1291272, 6229521; 1294012, 6229521; 1294012, 6228664; 1291272, 6228664; 
Boundary 5 1291334, 2416500; 1291334, 2418113; 1291549, 2418113; 1291549, 2416500; 1291334, 2416500; 
Boundary 5 1291851, 1791183; 1291851, 1792474; 1293402, 1792474; 1293402, 1791183; 1291851, 1791183; 
Boundary 5 1292323, 2097166; 1292323, 2097567; 1293767, 2097567; 1293767, 2097166; 1292323, 2097166; 
Boundary 5 1292510, 4111867; 1292510, 4113238; 1293451, 4113238; 1293451, 4111867; 1292510, 4111867; 
Boundary 5 1292723, 297214; 1292723, 297646; 1293998, 297646; 1293998, 297214; 1292723, 297214; 
Boundary 5 1292738, 4568741; 1292738, 4571034; 1293003, 4571034; 1293003, 4568741; 1292738, 4568741; 
Boundary 5 1293457, 6067896; 1293457, 6068223; 1297696, 6068223; 1297696, 6067896; 1293457, 6067896; 
Boundary 5 1293971, 1655417; 1293971, 1655689; 1295409, 1655689; 1295409, 1655417; 1293971, 1655417; 
Boundary 5 1294326, 5435433; 1294326, 5435741; 1295842, 5435741; 1295842, 5435433; 1294326, 5435433; 
Boundary 5 1294427, 3731580; 1294427, 3731621; 1298331, 3731621; 1298331, 3731580; 1294427, 3731580; 
Boundary 5 1294717, 4544272; 1294717, 4550065; 1297088, 4550065; 1297088, 4544272; 1294717, 4544272; 
Boundary 5 1294830, 5613091; 1294830, 5614037; 1297188, 5614037; 1297188, 5613091; 1294830, 5613091; 
Boundary 5 1294908, 3655856; 1294908, 3656622; 1297474, 3656622; 1297474, 3655856; 1294908, 3655856; 
Boundary 5 1295321, 2684862; 1295321, 2692373; 1297700, 2692373; 1297700, 2684862; 1295321, 2684862; 
Boundary 5 1295503, 345066; 1295503, 347866; 1296143, 347866; 1296143, 345066; 1295503, 345066; 
Boundary 5 1296017, 6325275; 1296017, 6328248; 1296898, 6328248; 1296898, 6325275; 1296017, 6325275; 
Boundary 5 1296885, 945106; 1296885, 945848; 1298203, 945848; 1298203, 945106; 1296885, 945106; 
Boundary 5 1297024, 3099331; 1297024, 3100301; 1297178, 3100301; 1297178, 3099331; 1297024, 3099331; 
Boundary 5 1297071, 2909450; 1297071, 2911113; 1298066, 2911113; 1298066, 2909450; 1297071, 2909450; 
Boundary 5 1297846, 6170451; 1297846, 6174294; 1299568, 6174294; 1299568, 6170451; 1297846, 6170451; 
Boundary 5 1298139, 5017189; 1298139, 5019335; 1298693, 5019335; 1298693, 5017189; 1298139, 5017189; 
Boundary 5 1298227, 4659226; 1298227, 4660300; 1299139, 4660300; 1299139, 4659226; 1298227, 4659226; 
Boundary 5 1298529, 5974375; 1298529, 5974902; 1299150, 5974902; 1299150, 5974375; 1298529, 5974375; 
Boundary 5 1298982, 5996923; 1298982, 5998511; 1300174, 5998511; 1300174, 5996923; 1298982, 5996923; 
Boundary 5 1299213, 5799414; 1299213, 5800812; 1299395, 5800812; 1299395, 5799414; 1299213, 5799414; 
Boundary 5 1301461, 4339106; 1301461, 4340012; 1310023, 4340012; 1310023, 4339106; 1301461, 4339106; 
Boundary 5 1303613, 1808638; 1303613, 1814857; 1306354, 1814857; 1306354, 1808638; 1303613, 1808638; 
Boundary 5 1303815, 3308935; 1303815, 3310198; 1308866, 3310198; 1308866, 3308935; 1303815, 3308935; 
Boundary 5 1304248, 4312632; 1304248, 4312650; 1304517, 4312650; 1304517, 4312632; 1304248, 4312632; 
Boundary 5 1304401, 794473; 1304401, 796562; 1306819, 796562; 1306819, 794473; 1304401, 794473; 
Boundary 5 1304924, 929733; 1304924, 930900; 1308539, 930900; 1308539, 929733; 1304924, 929733; 
Boundary 5 1305038, 397991; 1305038, 398180; 1306135, 398180; 1306135, 397991; 1305038, 397991; 
Boundary 5 1305045, 1852267; 1305045, 1855896; 1305998, 1855896; 1305998, 1852267; 1305045, 1852267; 
Boundary 5 1305853, 374453; 1305853, 374674; 1306427, 374674; 1306427, 374453; 1305853, 374453; 
Boundary 5 1305942, 2075242; 1305942, 2076942; 1308875, 2076942; 1308875, 2075242; 1305942, 2075242; 
Boundary 5 1305976, 2612304; 1305976, 2616421; 1306428, 2616421; 1306428, 2612304; 1305976, 2612304; 
Boundary 5 1306106, 6257257; 1306106, 6258777; 1309816, 6258777; 1309816, 6257257; 1306106, 6257257; 
Boundary 5 1306299, 4018330; 1306299, 4019626; 1310327, 4019626; 1310327, 4018330; 1306299, 4018330; 
Boundary 5 1308655, 5489002; 1308655, 5497831; 1314043, 5497831; 1314043, 5489002; 1308655, 5489002; 
Boundary 5 1308922, 1377107; 1308922, 1380292; 1311337, 1380292; 1311337, 1377107; 1308922, 1377107; 
Boundary 5 1309039, 6269284; 1309039, 6274446; 1311252, 6274446; 1311252, 6269284; 1309039, 6269284; 
Boundary 5 1309145, 971824; 1309145, 974706; 1310586, 974706; 1310586, 971824; 1309145, 971824; 
Boundary 5 1309696, 2519165; 1309696, 2519170; 1312405, 2519170; 1312405, 2519165; 1309696, 2519165; 
Boundary 5 1309822, 1553810; 1309822, 1556985; 1314119, 1556985; 1314119, 1553810; 1309822, 1553810; 
Boundary 5 1309951, 5435266; 1309951, 5435413; 1310749, 5435413; 1310749, 5435266; 1309951, 5435266; 
Boundary 5 1310015, 1499244; 1310015, 1499815; 1310823, 1499815; 1310823, 1499244; 1310015, 1499244; 
Boundary 5 1310178, 2780342; 1310178, 2780979; 1310558, 2780979; 1310558, 2780342; 1310178, 2780342; 
Boundary 5 1310295, 1676523; 1310295, 1677627; 1313034, 1677627; 1313034, 1676523; 1310295, 1676523; 
Boundary 5 1310515, 3338481; 1310515, 3338991; 1311933, 3338991; 1311933, 3338481; 1310515, 3338481; 
Boundary 5 1310605, 4675907; 1310605, 4680062; 1313247, 4680062; 1313247, 4675907; 1310605, 4675907; 
Boundary 5 1311293, 1831028; 1311293, 1834899; 1317369, 1834899; 1317369, 1831028; 1311293, 1831028; 
Boundary 5 1311328, 3490026; 1311328, 3496623; 1314612, 3496623; 1314612, 3490026; 1311328, 3490026; 
Boundary 5 1311670, 4544448; 1311670, 4549156; 1315758, 4549156; 1315758, 4544448; 1311670, 4544448; 
Boundary 5 1311818, 2476268; 1311818, 2479110; 1313075, 2479110; 1313075, 2476268; 1311818, 2476268; 
Boundary 5 1312708, 1329941; 1312708, 1330494; 1313236, 1330494; 1313236, 1329941; 1312708, 1329941; 
Boundary 5 1312810, 5682236; 1312810, 5682712; 1313661, 5682712; 1313661, 5682236; 1312810, 5682236; 
Boundary 5 1313316, 1386562; 1313316, 1387150; 1317886, 1387150; 1317886, 1386562; 1313316, 1386562; 
Boundary 5 1313680, 1916572; 1313680, 1916786; 1314989, 1916786; 1314989, 1916572; 1313680, 1916572; 
Boundary 5 1313953, 105780; 1313953, 111774; 1314529, 111774; 1314529, 105780; 1313953, 105780; 
Boundary 5 1314137, 3953207; 1314137, 3954161; 1314478, 3954161; 1314478, 3953207; 1314137, 3953207; 
Boundary 5 1314150, 2359175; 1314150, 2359193; 1317910, 2359193; 1317910, 2359175; 1314150, 2359175; 
Boundary 5 1314390, 3589771; 1314390, 3592898; 1314717, 3592898; 1314717, 3589771; 1314390, 3589771; 
Boundary 5 1314615, 133537; 1314615, 136371; 1315032, 136371; 1315032, 133537; 1314615, 133537; 
Boundary 5 1314825, 5553719; 1314825, 5561597; 1315717, 5561597; 1315717, 5553719; 1314825, 5553719; 
Boundary 5 1314899, 1732435; 1314899, 1733756; 1315510, 1733756; 1315510, 1732435; 1314899, 1732435; 
Boundary 5 1315679, 30106; 1315679, 31435; 1318678, 31435; 1318678, 30106; 1315679, 30106; 
Boundary 5 1315898, 5617971; 1315898, 5622297; 1317352, 5622297; 1317352, 5617971; 1315898, 5617971; 
Boundary 5 1316252, 5175791; 1316252, 5178206; 1316393, 5178206; 1316393, 5175791; 1316252, 5175791; 
Boundary 5 1316351, 406898; 1316351, 410159; 1319210, 410159; 1319210, 406898; 1316351, 406898; 
Boundary 5 1316876, 5052958; 1316876, 5053698; 1317408, 5053698; 1317408, 5052958; 1316876, 5052958; 
Boundary 5 1316981, 766909; 1316981, 769301; 1317155, 769301; 1317155, 766909; 1316981, 766909; 
Boundary 5 1317130, 5955621; 1317130, 5955623; 1317971, 5955623; 1317971, 5955621; 1317130, 5955621; 
Boundary 5 1317737, 4085747; 1317737, 4091177; 1318019, 4091177; 1318019, 4085747; 1317737, 4085747; 
Boundary 5 1318034, 3530079; 1318034, 3535450; 1318180, 3535450; 1318180, 3530079; 1318034, 3530079; 
Boundary 5 1318149, 3431411; 1318149, 3434300; 1319912, 3434300; 1319912, 3431411; 1318149, 3431411; 
Boundary 5 1319331, 4629341; 1319331, 4631944; 1319901, 4631944; 1319901, 4629341; 1319331, 4629341; 
Boundary 5 1319469, 1515471; 1319469, 1517607; 1320268, 1517607; 1320268, 1515471; 1319469, 1515471; 
Boundary 5 1322879, 5678068; 1322879, 5680175; 1328737, 5680175; 1328737, 5678068; 1322879, 5678068; 
Boundary 5 1323785, 1288121; 1323785, 1288425; 1328627, 1288425; 1328627, 1288121; 1323785, 1288121; 
Boundary 5 1324427, 4254583; 1324427, 4258620; 1327553, 4258620; 1327553, 4254583; 1324427, 4254583; 
Boundary 5 1325503, 3738113; 1325503, 3739309; 1328637, 3739309; 1328637, 3738113; 1325503, 3738113; 
Boundary 5 1325721, 1778651; 1325721, 1778808; 1327792, 1778808; 1327792, 1778651; 1325721, 1778651; 
Boundary 5 1326256, 62724; 1326256, 64332; 1327748, 64332; 1327748, 62724; 1326256, 62724; 
Boundary 5 1326357, 6239580; 1326357, 6240888; 1327455, 6240888; 1327455, 6239580; 1326357, 6239580; 
Boundary 5 1327347, 3300279; 1327347, 3300614; 1331662, 3300614; 1331662, 3300279; 1327347, 3300279; 
Boundary 5 1328753, 4620437; 1328753, 4621075; 1332376, 4621075; 1332376, 4620437; 1328753, 4620437; 
Boundary 5 1329009, 5479842; 1329009, 5481119; 1330641, 5481119; 1330641, 5479842; 1329009, 5479842; 
Boundary 5 1329066, 2968022; 1329066, 2974640; 1329930, 2974640; 1329930, 2968022; 1329066, 2968022; 
Boundary 5 1329196, 1033822; 1329196, 1037477; 1333394, 1037477; 1333394, 1033822; 1329196, 1033822; 
Boundary 5 1329224, 2190047; 1329224, 2190099; 1330503, 2190099; 1330503, 2190047; 1329224, 2190047; 
Boundary 5 1329964, 83500; 1329964, 86790; 1330576, 86790; 1330576, 83500; 1329964, 83500; 
Boundary 5 1330351, 4341193; 1330351, 4341364; 1330578, 4341364; 1330578, 4341193; 1330351, 4341193; 
Boundary 5 1331414, 3670471; 1331414, 3673779; 1334142, 3673779; 1334142, 3670471; 1331414, 3670471; 
Boundary 5 1332839, 5719813; 1332839, 5721949; 1336167, 5721949; 1336167, 5719813; 1332839, 5719813; 
Boundary 5 1333740, 1912778; 1333740, 1913714; 1335224, 1913714; 1335224, 1912778; 1333740, 1912778; 
Boundary 5 1334980, 3136797; 1334980, 3136833; 1335476, 3136833; 1335476, 3136797; 1334980, 3136797; 
Boundary 5 1335135, 1502509; 1335135, 1508940; 1337987, 1508940; 1337987, 1502509; 1335135, 1502509; 
Boundary 5 1335212, 108916; 1335212, 109316; 1337400, 109316; 1337400, 108916; 1335212, 108916; 
